timestamp,date,latitude,longitude
1636600914,"2021-11-11 03:21:54",49.254689,3.97087
1636600920,"2021-11-11 03:22:00",49.254967,3.971258
1636600926,"2021-11-11 03:22:06",49.255426,3.971655
1636600931,"2021-11-11 03:22:11",49.255753,3.97231
1636600937,"2021-11-11 03:22:17",49.255502,3.973239
1636600942,"2021-11-11 03:22:22",49.25493,3.973266
1636600947,"2021-11-11 03:22:27",49.254539,3.97265
1636600952,"2021-11-11 03:22:32",49.254237,3.971848
1636600958,"2021-11-11 03:22:38",49.253799,3.970562
1636600964,"2021-11-11 03:22:44",49.253378,3.969228
1636600969,"2021-11-11 03:22:49",49.253059,3.96812
1636600975,"2021-11-11 03:22:55",49.25267,3.966879
1636600981,"2021-11-11 03:23:01",49.252278,3.965625
1636600987,"2021-11-11 03:23:07",49.251892,3.964407
1636600993,"2021-11-11 03:23:13",49.251504,3.963196
1636600998,"2021-11-11 03:23:18",49.251165,3.961939
1636601004,"2021-11-11 03:23:24",49.250745,3.960301
1636601009,"2021-11-11 03:23:29",49.250404,3.958892
1636601015,"2021-11-11 03:23:35",49.25007,3.957272
1636601020,"2021-11-11 03:23:40",49.249899,3.956337
1636601026,"2021-11-11 03:23:46",49.249793,3.955839
1636601034,"2021-11-11 03:23:54",49.249705,3.955358
1636601040,"2021-11-11 03:24:00",49.249532,3.954587
1636601045,"2021-11-11 03:24:05",49.249312,3.953762
1636601051,"2021-11-11 03:24:11",49.249097,3.952537
1636601056,"2021-11-11 03:24:16",49.248944,3.951335
1636601062,"2021-11-11 03:24:22",49.248783,3.949807
1636601067,"2021-11-11 03:24:27",49.248649,3.948479
1636601073,"2021-11-11 03:24:33",49.248461,3.946787
1636601078,"2021-11-11 03:24:38",49.248302,3.945401
1636601083,"2021-11-11 03:24:43",49.248154,3.944036
1636601089,"2021-11-11 03:24:49",49.247968,3.942346
1636601095,"2021-11-11 03:24:55",49.247698,3.940566
1636601101,"2021-11-11 03:25:01",49.247358,3.938756
1636601107,"2021-11-11 03:25:07",49.246943,3.93689
1636601113,"2021-11-11 03:25:13",49.246428,3.934842
1636601119,"2021-11-11 03:25:19",49.245883,3.932738
1636601125,"2021-11-11 03:25:25",49.245361,3.930564
1636601131,"2021-11-11 03:25:31",49.24487,3.928298
