
RECORD:;Start date :; 15/12/2020  16:21:21 ;End date :; 15/12/2020  16:22:34 ;Time [hh:mm:ss]:;00:01:12;Frequency [Hz] :;100;Period [ms] :;10.0;Numbers of points :;7296;Sensor number :;3;

;Sensor No1;;;;;;;;;;;;;;;Sensor No2;;;;;;;;;;;;;;;Sensor No3;;;;;;;;;;;;;;;

Time [s];AccX_0 [g];AccY_0 [g];AccZ_0 [g];GyrX_0 [deg/s];GyrY_0 [deg/s];GyrZ_0 [deg/s];AngRX_0 [deg];AngRY_0 [deg];AngRZ_0 [deg];AngCX_0 [deg];AngCY_0 [deg];AngCZ_0 [deg];AccAX_0 [deg/s2];AccAY_0 [deg/s2];AccAZ_0 [deg/s2];AccX_1 [g];AccY_1 [g];AccZ_1 [g];GyrX_1 [deg/s];GyrY_1 [deg/s];GyrZ_1 [deg/s];AngRX_1 [deg];AngRY_1 [deg];AngRZ_1 [deg];AngCX_1 [deg];AngCY_1 [deg];AngCZ_1 [deg];AccAX_1 [deg/s2];AccAY_1 [deg/s2];AccAZ_1 [deg/s2];AccX_2 [g];AccY_2 [g];AccZ_2 [g];GyrX_2 [deg/s];GyrY_2 [deg/s];GyrZ_2 [deg/s];AngRX_2 [deg];AngRY_2 [deg];AngRZ_2 [deg];AngCX_2 [deg];AngCY_2 [deg];AngCZ_2 [deg];AccAX_2 [deg/s2];AccAY_2 [deg/s2];AccAZ_2 [deg/s2]
1,580;0,8;0,03;-0,7;2,87;-4,76;2,1;0,49314997;27,590496;2,4528;2,1024723;18,89378;4,284872;0,0;-539,0;-45,499992;0,64;-0,05;-0,74;-0,63;-8,19;3,92;3,5248504;18,293442;-1,6632;5,9154925;12,968174;-2,8644357;133,0;-66,5;84,00001;-0,04;0,99;0,16;-5,04;-1,96;6,37;-6,738201;0,2807015;-3,4954505;2,7307835;0,57538354;-4,149598;346,5;38,5;122,49999
1,590;0,8;0,03;-0,69;3,36;-10,08;1,96;0,5243;27,516296;2,4731;2,1343465;18,792625;4,302484;45,500004;-521,5;3,5000086;0,64;-0,03;-0,75;1,19;-7,91;4,9;3,5276504;18,212942;-1,6191;5,915207;12,867113;-2,8271031;129,50002;27,999973;98,00001;0,0;1,02;0,14;-1,61;-1,19;7,91;-6,771451;0,2649515;-3,4240506;2,738595;0,54315066;-4,0655146;252,0;98,00001;42,000008
1,600;0,79;0,03;-0,68;3,78;-15,19;2,17;0,56;27,389946;2,4937499;2,170771;18,63932;4,320446;-24,500002;-427,00006;49,000004;0,64;-0,02;-0,74;1,96;-7,63;5,88;3,5434003;18,135242;-1,5652;5,9278717;12,768852;-2,7799706;6,9999995;-140,00002;129,49998;0,04;1,06;0,12;0,0;0,0;7,21;-6,779501;0,2590015;-3,3484507;2,7716084;0,52071786;-3,9772313;-28,000004;77,00001;-98,00001
1,610;0,8;0,05;-0,69;2,87;-18,62;2,94;0,59325;27,220896;2,5192997;2,2047453;18,443314;4,3433075;-45,500004;-332,50003;45,499992;0,63;-0,01;-0,73;1,33;-10,71;7,49;3,5598502;18,043543;-1,49835;5,9412365;12,656591;-2,7198884;-147,0;-399,0;150,50002;0,1;1,08;0,1;-2,17;0,35;5,95;-6,790351;0,2607515;-3,2826507;2,8018208;0,505985;-3,8987477;-315,00003;-10,5;-290,5
1,620;0,8;0,06;-0,67;2,87;-21,84;3,08;0,62195;27,018597;2,5493999;2,2341695;18,214062;4,37072;-34,999992;-346,49994;-3,5000086;0,64;0,0;-0,72;-0,98;-15,61;8,89;3,5616002;17,911943;-1,41645;5,9399014;12,504431;-2,6447558;-241,5;-479,49997;143,5;0,16;1,08;0,1;-6,3;-0,21;1,4;-6,8327007;0,26145148;-3,2459006;2,8005333;0,4902022;-3,849314;-357,00003;-122,49999;-451,5
1,630;0,8;0,06;-0,67;2,17;-25,55;2,87;0,64715;26,781647;2,57915;2,260094;17,950157;4,397782;-76,99999;-385,00006;-62,999996;0,65;0,0;-0,71;-3,5;-20,3;10,36;3,5392003;17,732393;-1,3202;5,9144163;12,304319;-2,5552735;-224,0;-364,0;90,999985;0,19;1,05;0,13;-9,31;-2,1;-3,08;-6,910751;0,24990149;-3,2543006;2,7635455;0,46216935;-3,8450303;-150,50002;-189,0;-462,0
1,640;0,8;0,08;-0,64;1,33;-29,54;1,82;0,66464996;26,506197;2,6025999;2,2783182;17,647753;4,418544;-87,50001;-388,50003;-129,5;0,65;-0,01;-0,71;-5,46;-22,89;10,71;3,4944003;17,516443;-1,21485;5,866531;12,067808;-2,4566908;-119,00001;-115,50007;-6,9999695;0,17;1,01;0,16;-9,31;-3,99;-7,84;-7,003851;0,21945149;-3,3089006;2,7115078;0,41523653;-3,8869467;147,00003;-87,5;-360,5
1,650;0,8;0,07;-0,62;0,42;-33,32;0,28;0,6734;26,191896;2,6130998;2,2877924;17,306498;4,4263554;-28,000004;-395,5;-119,00001;0,66;-0,02;-0,71;-5,88;-22,61;10,22;3,4377003;17,288942;-1,1101999;5,8067455;11,819746;-2,3588085;10,500002;69,999985;-28,000021;0,12;1,0;0,16;-6,37;-3,85;-10,29;-7,082251;0,18025148;-3,3995507;2,674169;0,3595537;-3,9649131;294,0;150,5;-84,000015
1,660;0,8;0,07;-0,6;0,77;-37,45;-0,56;0,67934996;25,838047;2,6116998;2,2944667;16,925694;4,4222674;10,500001;-427,00006;-35,0;0,66;-0,04;-0,7;-5,25;-21,49;10,15;3,3820503;17,068443;-1,0083499;5,7480106;11,578687;-2,2637258;105,00001;-48,999977;-14,000034;0,06;1,0;0,14;-3,43;-0,98;-9,52;-7,131251;0,15610148;-3,4986007;2,6662326;0,31892085;-4,05128;199,5;273,0;245,00002
1,670;0,8;0,08;-0,59;0,63;-41,86;-0,42;0,68635;25,441498;2,6067998;2,3021913;16,50219;4,4146795;-77,0;-441,0;21,000002;0,66;-0,04;-0,69;-3,78;-23,59;9,94;3,3369002;16,843042;-0,9078999;5,699775;11,332725;-2,1700432;108,50001;-402,50006;-13,999987;0,01;0,99;0,13;-2,38;1,61;-5,39;-7,1603007;0,15925148;-3,5731506;2,678244;0,30558804;-4,113146;87,50001;339,5;381,50003
1,680;0,8;0,07;-0,59;-0,77;-46,27;-0,14;0,68565;25,000847;2,6039999;2,3022156;16,034584;4,4091916;-42,0;-409,49994;28,0;0,66;-0,04;-0,68;-3,08;-29,54;9,87;3,3026001;16,577393;-0,80884993;5,6623898;11,046514;-2,0777607;59,500004;-563,50006;38,500023;-0,02;0,99;0,13;-1,68;5,81;-1,89;-7,1806006;0,19635148;-3,6095507;2,6990075;0,3262052;-4,1368628;94,50001;318,5;325,5
1,690;0,82;0,05;-0,59;-0,21;-50,05;0,14;0,68075;24,519247;2,6039999;2,29804;15,52603;4,4065037;-21,000004;-286,9999;-28,0;0,68;-0,04;-0,67;-2,59;-34,86;10,71;3,27425;16,255392;-0,7059499;5,6309543;10,703952;-1,9816283;17,499996;-458,4999;42,000008;-0,04;1,0;0,11;-0,49;7,98;1,12;-7,1914506;0,26530147;-3,6134007;2,729219;0,37867236;-4,128029;31,5;168,00002;206,50002
1,700;0,81;0,04;-0,56;-1,19;-52,01;-0,7;0,67375;24,008947;2,6011999;2,291764;14,988775;4,4010153;-38,500004;-199,50009;-84,0;0,69;-0,03;-0,68;-2,73;-38,71;10,71;3,2476501;15,887542;-0,5988499;5,6012692;10,31554;-1,8812958;-38,5;-69,999886;-38,500023;-0,01;1,01;0,11;-1,05;9,17;2,24;-7,1991506;0,35105145;-3,5966008;2,7625813;0,44793952;-4,098545;-143,5;62,99999;66,5
1,710;0,81;0,03;-0,55;-0,98;-54,04;-1,54;0,6629;23,478697;2,59;2,2816384;14,43157;4,3871274;-6,9999995;-255,50003;-87,5;0,69;-0,02;-0,68;-3,36;-36,26;9,94;3,2172;15,5126915;-0,4955999;5,567734;9,92013;-1,7848133;-70,00001;220,5;7,000017;0,01;1,01;0,09;-3,36;9,24;2,45;-7,2212005;0,44310144;-3,5731509;2,7815938;0,5235069;-4,062412;-140,0;-63,00001;-13,999999
1,720;0,82;0,03;-0,54;-1,33;-57,12;-2,45;0,65134996;22,922897;2,57005;2,2708127;13,848816;4,3644896;-20,999998;-356,99997;-63,0;0,7;-0,01;-0,67;-4,13;-34,3;10,85;3,17975;15,159891;-0,3916499;5,527199;9,546768;-1,6876309;-87,500015;80,49984;35,00004;0,02;1,03;0,11;-3,85;7,91;1,96;-7,2572503;0,52885145;-3,551101;2,7866063;0,5927741;-4,0276785;-59,500015;-157,49998;-108,50001
1,730;0,82;0,03;-0,52;-1,4;-61,18;-2,8;0,63769996;22,331398;2,5438;2,257887;13,230362;4,3355517;-3,4999967;-353,50018;-31,499994;0,7;-0,0;-0,66;-5,11;-34,65;10,64;3,13355;14,815141;-0,2841999;5,477913;9,181457;-1,5869484;-122,49999;-139,99997;21,000004;0,05;1,02;0,14;-4,55;6,09;0,28;-7,29925;0,59885144;-3,539901;2,7856688;0,646291;-4,0037947;20,999992;-171,5;-192,5
1,740;0,82;0,03;-0,51;-1,4;-64,19;-3,08;0,62369996;21,704548;2,5144;2,2446113;12,576557;4,3034635;-24,500002;-259,00003;-13,999999;0,7;-0,0;-0,65;-6,58;-37,1;11,27;3,0751;14,45639;-0,1746499;5,416378;8,802145;-1,4841659;-164,49998;-346,50003;24,499989;0,07;1,0;0,15;-3,43;4,48;-1,89;-7,33915;0,65170145;-3,547951;2,7868323;0,6826582;-3,999161;35,000015;-38,5;-220,50002
1,750;0,82;0,05;-0,5;-1,89;-66,36;-3,08;0,60725;21,051798;2,4836;2,2288857;11,8968525;4,269975;-24,500002;-255,50003;-7,0000052;0,7;0,0;-0,64;-8,4;-41,58;11,13;3,0002;14,06299;-0,06264989;5,338393;8,388184;-1,3789333;-129,50002;-465,5001;34,999992;0,08;1,0;0,14;-3,85;5,32;-4,13;-7,37555;0,7007015;-3,578051;2,791494;0,7151754;-4,0165777;-10,500002;87,5;-122,500015
1,760;0,82;0,05;-0,46;-1,89;-69,3;-3,22;0,58835;20,373497;2,4520998;2,21071;11,191597;4,2357874;0,0;-272,99997;-38,5;0,71;-0,01;-0,63;-9,17;-46,41;11,97;2,91235;13,62304;0,052850105;5,2474575;7,927673;-1,2702008;-45,500042;-472,49985;63,00001;0,07;1,0;0,12;-3,64;6,23;-4,34;-7,4129996;0,75845146;-3,6204011;2,7951064;0,75644255;-4,046244;-73,500015;111,99999;42,000008
1,770;0,83;0,05;-0,45;-1,89;-71,82;-3,85;0,56945;19,667896;2,4167497;2,1925344;10,459042;4,197749;27,999998;-321,99976;3,4999967;0,71;-0,01;-0,62;-9,31;-51,03;12,39;2,8199499;13,13584;0,1746501;5,1519723;7,419912;-1,1551684;28,000021;-444,49997;31,500006;0,06;1,0;0,11;-5,32;7,56;-3,29;-7,4577994;0,82740146;-3,6585512;2,791369;0,8089097;-4,0717106;-122,50001;195,99998;-34,999992
1,780;0,83;0,04;-0,42;-1,33;-75,74;-3,15;0,55335003;18,930096;2,3817496;2,1771586;9,694286;4,160061;80,5;-350,0;66,5;0,72;-0,02;-0,62;-8,61;-55,3;12,6;2,7303498;12,604191;0,29960012;5,059287;6,8677015;-1,0369859;0,0;-350,0;-17,50002;0,05;1,0;0,12;-6,09;10,15;-5,04;-7,5148497;0,91595143;-3,7002013;2,775381;0,88097686;-4,100677;-66,5;118,999985;-31,500006
1,790;0,83;0,04;-0,39;-0,28;-78,82;-2,52;0,5453;18,157295;2,3533995;2,169833;8,894531;4,1290226;3,5000026;-308,00018;31,500006;0,74;-0,02;-0,6;-9,31;-58,03;12,04;2,6407497;12,03754;0,42280012;4,9666014;6,28049;-0,9205534;-66,5;-181,99997;24,499989;0,03;0,99;0,12;-6,65;9,94;-3,92;-7,57855;1,0164014;-3,7450013;2,7527432;0,96494424;-4,1327934;108,50001;122,50004;105,0
1,800;0,84;0,03;-0,37;-1,26;-81,9;-2,52;0,5376;17,353695;2,3281996;2,1628573;8,063976;4,101135;-119,00001;-266,0;-7,0000052;0,74;-0,02;-0,59;-9,94;-58,94;13,09;2,5444996;11,45269;0,5484501;4,8672667;5,6750784;-0,8016709;-73,49997;-35,00004;17,50002;0,02;0,98;0,13;-3,92;12,6;-2,94;-7,6313996;1,1291014;-3,7793014;2,7409558;1,0611614;-4,15441;210,0;224,00003;112,000015
1,810;0,85;0,05;-0,37;-2,66;-84,14;-2,66;0,518;16,523495;2,3022997;2,1439815;7,2068214;4,072547;-105,0;-108,49991;-52,5;0,75;-0,02;-0,59;-10,78;-58,73;12,39;2,4408996;10,86434;0,6758501;4,760581;5,066167;-0,68103844;-38,500023;73,49987;-42,000008;-0,02;0,99;0,13;-2,45;14,42;-1,68;-7,6632495;1,2642014;-3,8024013;2,7501683;1,1797786;-4,1648264;94,50001;164,5;108,50001
1,820;0,85;0,04;-0,33;-3,36;-84,07;-3,57;0,48790002;15,682445;2,2711496;2,114606;6,3388166;4,0387087;3,5000086;-6,9999695;-66,5;0,75;-0,02;-0,59;-10,71;-57,47;12,25;2,3334496;10,2833395;0,7990501;4,6500454;4,464606;-0,56460595;-7,000017;42,000008;-70,00003;-0,02;0,97;0,14;-2,03;15,89;-0,77;-7,6856494;1,4157515;-3,8146513;2,7688298;1,3148458;-4,1643925;66,5;0,0;98,0
1,830;0,84;0,03;-0,33;-2,59;-84,28;-3,99;0,45815003;14,840694;2,2333496;2,0855803;5,470112;3,9982207;-28,00001;-31,499863;-52,5;0,76;-0,02;-0,58;-10,92;-57,89;10,99;2,2252996;9,706539;0,91525006;4,5388107;3,8672447;-0,4551735;63,00001;-48,999977;-98,00001;-0,02;0,96;0,13;-1,12;14,42;0,28;-7,7013993;1,5673015;-3,8171012;2,7941432;1,449913;-4,154159;108,50001;-38,500023;112,0
1,840;0,85;0,03;-0,31;-3,92;-84,7;-4,62;0,42560002;13,995794;2,1902995;2,0537546;4,598257;3,9524827;-140,0;-133,00018;-63,0;0,77;-0,02;-0,57;-9,45;-58,45;10,29;2,1234496;9,124839;1,0216501;4,433875;3,2649832;-0,355541;126,00002;-70,00008;-80,499985;-0,03;0,98;0,11;0,14;15,12;1,47;-7,7062993;1,7150015;-3,8083513;2,8303046;1,5811301;-4,1327257;70,0;-13,999987;119,00001
1,850;0,85;0,03;-0,29;-5,39;-86,94;-5,25;0,37905002;13,137594;2,1409495;2,0079288;3,7131023;3,9004445;3,5000086;-217,0002;0,0;0,79;-0,01;-0,57;-8,4;-59,29;9,38;2,0341995;8,536139;1,1200001;4,34154;2,6557217;-0,26395845;48,999977;-87,5;-105,00002;-0,04;1,0;0,1;0,28;14,14;2,66;-7,7041993;1,8613014;-3,7877014;2,873468;1,7109473;-4,099392;-140,00002;-73,500015;52,5
1,860;0,86;0,03;-0,28;-3,85;-89,04;-4,62;0,33285;12,257694;2,0915995;1,9624531;2,8062477;3,8484063;111,99999;-206,49986;45,499992;0,79;-0,01;-0,57;-8,47;-60,2;8,19;1,9498495;7,9386883;1,2078501;4,2541046;2,0377102;-0,18287599;-17,50002;-42,000008;-101,500015;-0,02;1,0;0,08;-2,66;13,65;2,52;-7,7160993;2,0002515;-3,7618015;2,9026303;1,8334143;-4,060808;-357,00003;-35,00004;-3,5000086
1,870;0,86;0,03;-0,25;-3,15;-91,07;-4,34;0,29785;11,357144;2,0467994;1,9281775;1,8787432;3,8009183;45,499992;-185,49995;55,999996;0,8;-0,01;-0,56;-8,75;-60,13;7,35;1,8637495;7,337038;1,2855501;4,1649194;1,4154987;-0,11194348;-66,5;-10,499954;-80,499985;-0,02;1,01;0,09;-6,86;13,44;2,59;-7,763699;2,1357014;-3,7362516;2,896093;1,9523816;-4,022575;-255,49998;77,0;7,0000052
1,880;0,87;0,02;-0,22;-2,94;-92,75;-3,5;0,26740003;10,438045;2,0075994;1,8984518;0,9326887;3,7590303;52,50001;-90,999985;77,000015;0,81;-0,02;-0,56;-9,8;-60,41;6,58;1,7709996;6,734338;1,3552002;4,069084;0,79223776;-0,04906094;-115,50002;66,50009;-41,999985;0,01;1,0;0,11;-7,77;15,19;2,66;-7,836849;2,2788515;-3,7100017;2,8640041;2,0790489;-3,9836414;17,499996;-73,49997;38,5
1,890;0,88;0,02;-0,22;-2,1;-92,89;-2,8;0,24220003;9,509845;1,9760994;1,8739761;-0,022465706;3,724842;-52,5;-52,500153;21,000004;0,82;-0,02;-0,54;-11,06;-58,8;6,51;1,6666995;6,138288;1,4206501;3,961699;0,17562723;0,009621501;-87,5;227,49997;-10,500002;0,02;0,98;0,13;-6,51;11,97;3,36;-7,9082494;2,4146514;-3,6799016;2,8336673;2,198366;-3,9408576;119,00001;-283,49997;6,9999933
1,900;0,87;0,04;-0,19;-3,99;-93,8;-3,08;0,21175003;8,576395;1,9466994;1,8442504;-0,9828701;3,6927543;-147,0;31,499863;-59,500004;0,82;-0,02;-0,53;-11,55;-55,86;6,37;1,5536495;5,564988;1,4850501;3,845564;-0,41823387;0,06725395;-45,499992;255,50003;17,499996;0,0;0,97;0,15;-5,39;9,52;2,8;-7,9677496;2,5221014;-3,6491015;2,8152285;2,289333;-3,897374;241,50003;69,999985;140,0
1,910;0,86;0,03;-0,16;-5,04;-92,26;-3,99;0,16660003;7,6460953;1,9113494;1,7998247;-1,9401245;3,654716;-45,500004;129,5002;-55,999996;0,82;-0,02;-0,53;-11,97;-53,69;6,86;1,4360496;5,017238;1,5512;3,7248783;-0,9865451;0,12663639;34,999992;196,0001;-31,500006;0,0;0,96;0,13;-1,68;13,37;6,16;-8,003099;2,6365514;-3,6043015;2,820942;2,3873003;-3,8398902;276,5;437,5;255,49998
1,920;0,89;0,04;-0,16;-4,9;-91,21;-4,2;0,11690003;6,7287455;1,8703995;1,750849;-2,884428;3,6110783;3,5000086;3,4999847;-20,999992;0,81;-0,02;-0,54;-10,85;-51,94;5,74;1,3219496;4,489088;1,6142;3,6076932;-1,5352564;0,18286884;164,5;111,99989;-94,50002;-0,03;0,97;0,11;0,14;18,27;7,91;-8,010799;2,7947514;-3,5339515;2,8543034;2,5290174;-3,7568567;55,999996;423,50003;259,00003
1,930;0,89;0,03;-0,12;-4,97;-92,19;-4,41;0,06755003;5,8117456;1,8273494;1,7022234;-3,8283825;3,56534;-38,5;-56,000137;-28,000021;0,82;-0,02;-0,54;-8,68;-51,45;4,97;1,2242996;3,972138;1,66775;3,506958;-2,0727673;0,22965133;182,00002;-70,00008;-136,49998;-0,05;0,98;0,11;-0,56;21,84;11,34;-8,012899;2,9953015;-3,4377015;2,8932657;2,7130847;-3,6479232;-94,5;175,0;262,5
1,940;0,9;0,03;-0,13;-5,67;-92,33;-4,76;0,014350038;4,889146;1,7814994;1,6497477;-4,777937;3,516802;0,0;-10,499954;-17,50002;0,83;-0,03;-0,53;-7,21;-53,34;3,01;1,1448495;3,4481878;1,70765;3,4244227;-2,6172786;0,26278377;84,000015;-259,00003;-111,99999;-0,05;0,99;0,12;-1,75;21,77;13,16;-8,024449;3,2133515;-3,3152015;2,9227781;2,9146519;-3,5127397;-84,00001;-175,0;125,99998
1,950;0,92;0,01;-0,13;-4,97;-92,4;-4,76;-0,038849957;3,9654958;1,7338994;1,597272;-5,7285414;3,466514;164,5;45,500183;42,000008;0,83;-0,03;-0,52;-7,0;-56,63;2,73;1,0737995;2,8983378;1,7363499;3,3502874;-3,1876893;0,28471625;-52,50001;-272,99997;-38,5;-0,05;0,99;0,11;-2,24;18,34;13,86;-8,044399;3,4139016;-3,1801016;2,9438906;3,0987191;-3,3649561;-35,000004;-203,00008;-27,999973
1,960;0,9;-0,01;-0,08;-2,38;-91,42;-3,92;-0,07559995;3,0463958;1,6904993;1,5612464;-6,6745963;3,420426;94,49999;188,99994;56,000008;0,85;-0,03;-0,5;-8,26;-58,8;2,24;0,99749947;2,321188;1,7612;3,2709022;-3,7854004;0,30279875;-133,0;-101,49994;-38,5;-0,05;0,99;0,1;-2,45;17,71;12,6;-8,067849;3,5941515;-3,0478017;2,961503;3,2624862;-3,2199726;28,000004;-105,00002;-178,49998
1,970;0,89;0,0;-0,07;-3,08;-88,62;-3,64;-0,10289995;2,146196;1,6526994;1,5346707;-7,601751;3,379938;-122,49999;146,99974;10,500002;0,85;-0,04;-0,5;-9,66;-58,66;1,96;0,9078995;1,7338879;1,7822;3,178217;-4,393262;0,31703126;-90,999985;255,50003;0,0;-0,03;1,0;0,11;-1,68;16,24;10,29;-8,088499;3,7639015;-2,9333518;2,9819155;3,4157536;-3,092839;59,500004;-318,49994;-203,00003
1,980;0,91;0,0;-0,08;-4,83;-88,48;-3,71;-0,14244995;1,2606959;1,6159494;1,495845;-8,514206;3,3404999;-91,00001;3,4999847;-10,49999;0,86;-0,04;-0,5;-10,08;-53,69;2,24;0,8091995;1,172138;1,8032;3,0764318;-4,9755726;0,3312639;-31,500006;434,00003;21,000004;-0,02;0,98;0,13;-1,26;11,34;8,54;-8,103199;3,9018016;-2,8392017;3,008278;3,537171;-2,9860053;-24,500008;-332,5;-175,0
1,990;0,9;-0,0;-0,04;-4,9;-88,55;-3,85;-0,19109994;0,37554598;1,5781494;1,4479194;-9,42631;3,3000119;80,5;-3,4999847;35,000004;0,87;-0,03;-0,5;-10,29;-49,98;2,38;0,70734954;0,653788;1,8263;2,9714966;-5,5144835;0,3475963;84,000015;269,49997;10,500002;-0,0;0,96;0,14;-2,17;9,59;6,79;-8,120349;4,0064516;-2,7625518;3,0321903;3,6253378;-2,8966718;17,499998;34,999992;-108,50001
2,000;0,91;-0,01;-0,04;-3,22;-88,55;-3,01;-0,23169994;-0,50995404;1,5438495;1,4080436;-10,338765;3,2630239;161,00002;17,500305;87,5;0,86;-0,03;-0,5;-8,4;-48,3;2,45;0,6138995;0,162388;1,85045;2,8749611;-6,026445;0,3649788;122,49999;73,50006;-56,000008;-0,01;0,97;0,16;-0,91;12,04;6,37;-8,135749;4,1146016;-2,6967518;3,0578527;3,717005;-2,8181882;133,0;192,49997;17,499996
2,010;0,91;0,01;-0,01;-1,68;-88,2;-2,1;-0,25619996;-1,3937039;1,5182995;1,3842679;-11,24947;3,2347858;49,000004;42,0002;27,999998;0,86;-0,02;-0,49;-7,84;-48,51;1,26;0,5326995;-0,32166198;1,8690001;2,790676;-6,531056;0,37676132;34,999992;31,500053;-77,0;-0,01;0,98;0,15;0,49;13,44;7,14;-8,137849;4,2420015;-2,629202;3,096815;3,827922;-2,7379546;56,0;237,99997;55,999996
2,020;0,92;0,02;-0,0;-2,24;-87,71;-2,45;-0,27579996;-2,273254;1,4955494;1,3653922;-12,155973;3,2093477;-49,000008;38,499832;-35,000004;0,86;-0,02;-0,48;-7,7;-47,67;0,91;0,45499954;-0,80256194;1,87985;2,7098906;-7,0325165;0,38084376;3,5000086;-14,00013;6,9999995;-0,02;0,97;0,15;0,21;16,8;7,49;-8,134349;4,3932014;-2,556052;3,1413774;3,962639;-2,652121;49,000004;94,50002;52,49999
2,030;0,92;0,03;0,02;-2,66;-87,43;-2,8;-0,30029997;-3,148954;1,4692994;1,3416165;-13,058628;3,18041;52,5;63,000107;-31,499994;0,86;-0,02;-0,47;-7,77;-48,79;1,4;0,37764955;-1,2848619;1,8914;2,6294556;-7,535378;0,3856262;27,999998;-154,00009;10,499999;-0,06;0,99;0,15;1,47;15,33;8,19;-8,125949;4,553851;-2,477652;3,1908398;4,106806;-2,5610375;108,50001;49,000072;70,00003
2,040;0,92;0,02;0,04;-1,19;-86,45;-3,08;-0,31954998;-4,018354;1,4398994;1,3230908;-13,954983;3,1483216;91,00001;220,50018;6,9999933;0,86;-0,03;-0,46;-7,14;-50,75;1,12;0,30309954;-1,7825619;1,9039999;2,5518203;-8,053638;0,39145863;62,99999;-139,99997;-70,0;-0,07;0,99;0,14;2,38;17,78;8,89;-8,106699;4,7194014;-2,392252;3,251152;4,2558737;-2,462954;-21,000004;38,500023;38,500023
2,050;0,93;0,0;0,05;-0,84;-83,02;-2,66;-0,32969996;-4,865704;1,4111995;1,3136652;-14,829287;3,1169338;-6,9999995;279,99994;17,499996;0,86;-0,03;-0,46;-6,51;-51,59;0,0;0,23484954;-2,294262;1,9095999;2,480485;-8,585899;0,3902911;31,499983;-129,50002;-77,0;-0,07;0,99;0,13;1,05;16,1;8,96;-8,089549;4,8888016;-2,3030019;3,3093643;4,408791;-2,3610203;-143,50002;0,0;0,0
2,060;0,94;-0,0;0,07;-1,33;-80,85;-2,73;-0,34054998;-5,685054;1,3842494;1,3035395;-15,675591;3,0872955;-112,0;216,99982;-38,5;0,87;-0,03;-0,46;-6,51;-53,34;-0,42;0,16974954;-2,818912;1,9074999;2,4122999;-9,131111;0,3814236;-27,999998;-73,50006;-7,0;-0,08;0,97;0,15;-0,49;17,78;8,89;-8,086749;5,058202;-2,2137518;3,3532257;4,5617085;-2,2590866;3,5000026;0,0;-21,000004
2,070;0,95;0,01;0,08;-3,08;-78,68;-3,43;-0,36259997;-6,4827037;1,3534495;1,2822138;-16,500196;3,0538077;-157,50002;307,99982;-66,5;0,89;-0,04;-0,47;-7,07;-53,06;-0,14;0,10184955;-3,350912;1,9046999;2,3413146;-9,683672;0,3718562;-52,49999;122,50004;0,0;-0,08;0,97;0,16;1,12;16,1;8,54;-8,083599;5,227602;-2,1266017;3,397438;4,714626;-2,159253;77,0;-105,00002;-87,50002
2,080;0,96;0,03;0,07;-4,48;-74,69;-4,06;-0,40039998;-7,2495537;1,3159995;1,2451382;-17,294;3,0136695;-108,50001;423,50006;-27,999998;0,9;-0,04;-0,48;-7,56;-50,89;-0,42;0,028699547;-3,8706622;1,9018999;2,2650795;-10,223984;0,3622887;21,000004;119,00005;94,5;-0,09;0,98;0,14;1,05;15,68;7,14;-8,072749;5,386502;-2,0482018;3,4493504;4,857043;-2,0681694;3,5000026;-84,000015;-161,0
2,090;0,95;0,01;0,1;-5,25;-70,21;-3,99;-0,44904998;-7,9740534;1,2757496;1,1972125;-18,045456;2,9707317;14,0000105;406,00015;35,000004;0,96;-0,05;-0,48;-6,65;-50,68;1,75;-0,04235045;-4,3785124;1,9085499;2,190944;-10,752395;0,36217117;126,0;237,99992;280,0;-0,1;0,99;0,14;1,19;14,42;5,32;-8,061549;5,5370016;-1,9859018;3,5016127;4,99106;-1,9931858;-20,999998;-178,50003;-129,49998
2,100;0,94;-0,0;0,11;-4,2;-66,57;-3,36;-0,49629998;-8,657953;1,2389996;1,1506867;-18,75631;2,9312935;238,00002;238,0001;182,00002;0,96;-0,04;-0,48;-5,04;-46,13;5,18;-0,100800455;-4,862562;1,9431999;2,1294088;-11,257006;0,39005363;133,0;1043,0;287,0;-0,09;0,99;0,13;0,63;12,11;4,55;-8,052449;5,6696515;-1,9365518;3,551775;5,107227;-1,9311523;-59,500004;-150,50002;-122,500015
2,110;0,94;-0,03;0,1;-0,49;-65,45;-0,35;-0,51975;-9,318053;1,2204496;1,127961;-19,443363;2,9100556;392,00003;10,499954;332,5;0,94;-0,03;-0,48;-3,99;-29,82;7,49;-0,14595045;-5,242312;2,0065498;2,0811734;-11,657316;0,44663608;10,500002;1526,0;126,0;-0,1;1,0;0,15;0,0;11,41;2,87;-8,049299;5,7872515;-1,8994519;3,5959873;5,208344;-1,8813688;-73,5;-94,49997;-66,50001
2,120;0,98;-0,03;0,09;3,64;-66,36;3,29;-0,504;-9,977103;1,2351496;1,1444354;-20,129368;2,9220676;185,5;-84,000015;350,0;0,91;-0,02;-0,46;-4,83;-15,61;7,7;-0,19005045;-5,469462;2,0824997;2,0339885;-11,905027;0,5158185;-101,5;979,99994;45,499992;-0,12;0,98;0,15;-0,84;10,22;3,22;-8,053499;5,8954015;-1,8690019;3,6328497;5,300011;-1,8382351;-38,5;-55,999996;45,500004
